titre_commentaire,commentaire,Date_Avis,Ville,Pays,Date_Sejour,Note,Photo,langue
"['bon', 'cocktail']","['séjourné', 'nombreux', 'beau', 'hôtels', 'temp', 'principalement', 'travail', 'cet', 'hôtel', 'équivaut', 'joli', 'hilton…', 'rappeler', 'car', 'certaines', 'choses', 'laissé', 'tomber', 'lit', 'suppose', 'être', 'chambres', 'familiales', 'base', 'bien', 'appellent', 'supérieures', 'lit', 'double', 'lit', 'king', 'queen', 'trouvé', 'étrange', 'avon', 'deux', 'double', 'habitude', 'dormir', 'près', 'mari', 'haha', 'lit', 'oreillers', 'basiques', 'semblait', 'avoir', 'film', 'salle', 'devais', 'connecter', 'propre', 'compte', 'avon', 'bouteilles', 'eau', 'première', 'arrivée', 'elles', 'réapprovisionnées', 'vanity', 'box', 'cocktail', 'vraiment', 'bons', 'manque', 'cela', 'vaut', 'donc', 'peine', 'rester', 'emplacement', 'cocktail', 'nourriture', 'bonne', 'bien', 'trop', 'chère…']",oct 2022,None, None,octobre 2022,4,no,en
"['accord', 'magique']","['premier', 'voyage', 'surpris', 'enregistrement', 'aucun', 'conseil', 'hôtel', 'disneyland', 'seule', 'information', 'chambre', 'menu', 'dîner', 'chambre', 'rien', 'heure', 'magique', 'feu', 'artifice', 'aucune', 'information', 'bus', 'marche', 'pied', 'comme', 'attendaient', 'tout', 'monde', 'sache', 'différence', 'pendant', 'journée', 'après', 'heure', 'magique', 'laissezpasser', 'hôtel', 'devez', 'faire', 'queue', 'file', 'attente', 'générale', 'retournez', 'hôtel', 'déjeuner', 'revenez', 'alors', 'attendez', 'derrière', 'personnes', 'besoin', 'scanner', 'lorsqu', 'elles', 'besoin', 'montrer', 'laissezpasser', 'magique', 'file', 'attente', 'séparée', 'client', 'hôtel', 'bien', 'priorité', 'séjournez', 'hôtel', 'réserver', 'restaurant', 'hôtel', 'difficulté', 'débutant', 'comme', 'sait', 'quand', 'réserver', 'alors', 'veux', 'laisser', 'ouvert', 'donc', 'retrouver', 'potentiellement', 'sans', 'pouvoir', 'manger']",oct 2022,London,None,octobre 2022,3,no,en
['excellent'],"['excellentes', 'premières', 'impression', 'hôtel', 'fille', 'malade', 'arrivée', 'alors', 'réceptionniste', 'trouvé', 'chambre', 'avant', 'heures', 'afin', 'puissions', 'appeler', 'secouriste', 'ensuite', 'avon', 'médecin', 'visiter', 'heures', 'antibiotiques', 'livrés', 'tous', 'excellents', 'merci', 'chambre', 'extrêmement', 'chaude', 'inconfortable', 'premier', 'jour', 'rue', 'hôtel', 'court', 'ventilateurs', 'compréhensible', 'pense', 'éteint', 'climatisation', 'chambres', 'dieu', 'merci', 'technicien', 'allumé', 'car', 'honnêtement', 'dormir', 'chambre', 'car', 'faisait', 'chaud', 'avon', 'utilisé', 'aucune', 'installation', 'car', 'elles', 'occupées', 'parcs', 'bel', 'hôtel', 'terrain', 'magnifique', 'personnel', 'très', 'amical', 'serviable', 'dommage', 'menu', 'room', 'service', 'cher', 'avon', 'utilisé', 'ubereats', 'fantastique', 'si…']",oct 2022,Conwy, Royaume-Uni,octobre 2022,5,yes,en
"['bel', 'hôtel', 'récent', 'proche', 'action']","['hôtel', 'new', 'york', 'agréable', 'neuf', 'bien', 'situé', 'hôtels', 'plus', 'proches', 'parcs', 'facilement', 'accessible', 'pied', 'avon', 'séjourné', 'chambre', 'supérieure', 'terrasse', 'jardin', 'belle', 'spacieuse', 'chambre', 'coin', 'canapé', 'lit', 'confortable', 'cependant', 'terrasse', 'jardin', 'valait', 'peine', 'terrasses', 'privatives', 'sen', 'elles', 'font', 'face', 'allées', 'venant', 'télévision', 'fonctionnait', 'non', 'plus', 'premier', 'jour', 'bar', 'skyline', 'contrairement', 'pourrait', 'penser', 'rezdechaussée', 'plutôt', 'agréable', 'facile', 'prendre', 'verre', 'buffet', 'petit', 'déjeuner', 'bon', 'offrait', 'bon', 'choix', 'étonnamment', 'gaufres', 'mickey', 'mouse', 'buffet', 'dîner', 'également', 'très', 'bon', 'proposait', 'jolis', 'dessert', 'thème', 'ensemble', 'savez', 'allez', 'payer', 'plus', 'pour…']",oct 2022,Londres, Royaume-Uni,septembre 2022,4,no,en
"['troisième', 'voyage']","['somme', 'allés', 'orlando', 'deux', 'fois', 'voulions', 'faire', 'expérience', 'paris', 'disneyland', 'hôtel', 'choisi', 'excellent', 'choix', 'emplacement', 'parfait', 'chambre', 'fantastique', 'vue', 'superbe', 'personnel', 'très', 'sympathique', 'solidaire', 'tous', 'point', 'vue', 'offres', 'service', 'excellentes', 'devions', 'retourner', 'disneyland', 'paris', 'reviendrions', 'cet', 'hôtel', 'merci', 'tous', 'avoir', 'rendu', 'expérience', 'agréable', 'recommande', 'fortement']",oct 2022,Pretoria, Afrique du Sud,octobre 2022,5,yes,en
"['belle', 'visite']","['avon', 'passé', 'agréable', 'séjour', 'ici', 'octobre', 'hôtel', 'très', 'propre', 'tous', 'point', 'vue', 'bar', 'restaurant', 'beau', 'endroits', 'détendre', 'chambre', 'ellemême', 'très', 'joliment', 'décorée', 'propre', 'deux', 'lit', 'confortables', 'seul', 'point', 'négatif', 'chambre', 'très', 'chaude', 'car', 'climatisation', 'réglée', 'certaines', 'températures', 'conformément', 'directive', 'gouvernementales', 'faute', 'hôtel', 'rendu', 'sommeil', 'peu', 'inconfortable', 'hôtel', 'fourni', 'ventilateur', 'demande']",oct 2022,london,None,octobre 2022,4,no,en
"['déco', 'lieu', 'magique']","['venant', 'hôtellerie', 'admets', 'particulièrement', 'hâte', 'séjour', 'équipe', 'réception', 'conciergerie', 'top', 'surtout', 'demande', 'aussi', 'importante', 'quelques', 'petits', 'détails', 'chambre', 'assez', 'étonnant', 'savons', 'recharger', 'cheveux', 'salle', 'bain', 'nombre', 'chambres', 'étages', 'vraiment', 'détail', 'surtout', 'quand', 'tout', 'reste', 'extrêmement', 'propre']",oct 2022,Paris, France,décembre 2021,4,yes,fr
"['vacances', 'famille', 'octobre']","['hôtel', 'endroit', 'fabuleux', 'distance', 'marche', 'chambre', 'charmante', 'petitdéjeuner', 'suffisant', 'bien', 'occupé', 'nécessaire', 'attendre', 'trop', 'longtemps', 'hôtel', 'impeccable', 'rien', 'redire', 'enregistrement', 'peu', 'maniaque', 'car', 'seulement', 'bureau', 'très', 'occupé', 'retournerais', 'sans', 'hésiter', 'seul', 'point', 'négatif', 'assez', 'ascenseurs', 'nombre', 'invités', 'étages', 'mari', 'fauteuil', 'roulant', 'tout', 'monde', 'tient', 'compte']",oct 2022,West Lothian, United Kingdom,octobre 2022,5,yes,en
"['bonne', 'expérience', 'trop', 'cher', 'priorité', 'client']","['hôtel', 'assez', 'récent', 'personnel', 'sympathique', 'boutique', 'super', 'station', 'photo', 'aussi', 'pensez', 'réserver', 'station', 'photo', 'dès', 'possible', 'car', 'disponibilité', 'limitée', 'client', 'hôtel', 'suite', 'spiderman', 'comprenait', 'deux', 'jours', 'parcs', 'enfants', 'quelques', 'jouets', 'gratuits', 'attendaient', 'chambre', 'gracieuseté', 'hôtel', 'suite', 'donné', 'accès', 'empire', 'state', 'club', 'vérifier', 'précède', 'très', 'apprécié', 'cependant', 'deux', 'bémols', 'réservé', 'suite', 'jours', 'avant', 'arrivée', 'malgré', 'fait', 'avoir', 'suite', 'aucune', 'priorité', 'aucune', 'possibilité', 'réserver', 'restaurant', 'hôtel', 'tout', 'moment', 'séjour', 'apparemment', 'tout', 'plein', 'depuis', 'semaines', 'cela', 'inacceptable', 'première', 'fois', 'telle', 'situation', 'invité…']",oct 2022,Paris, France,octobre 2022,4,yes,en
"['séjour', 'professionnel', 'septembre', 'octobre']","['après', 'semaines', 'séjour', 'sans', 'doute', 'hotel', 'meilleur', 'rapport', 'qualité', 'prix', 'mariveles', 'style', 'moderne', 'chambre', 'salle', 'bain', 'spacieuses', 'personnel', 'adorable', 'toujours', 'serviable', 'restaurant', 'sympa', 'hotel', 'principalement', 'fréquenté', 'client', 'séjour', 'professionel', 'point', 'négatifs', 'manque', 'armoire', 'rangement', 'chambres', 'clim', 'peu', 'insuffisante', 'chambres', 'étage', 'supérieur', 'surtout', 'jours', 'forte', 'chaleur', 'retourne', 'très', 'bientôt', 'grand', 'plaisir', 'michael']",oct 2022,None, None,septembre 2022,4,no,fr
"['amère', 'déception']","['nouvelle', 'décoration', 'hôtel', 'fabuleuse', 'peu', 'près', 'tout', 'avon', 'tellement', 'déçus', 'service', 'hôtel', 'tout', 'abord', 'climatisation', 'chambre', 'rien', 'dit', 'lors', 'réservation', 'avon', 'payé', 'prix', 'ridicule', 'hôtel', 'après', 'avoir', 'économisé', 'pendant', 'avon', 'dormir', 'environ', 'degrés', 'celsius', 'chambre', 'politique', 'hôtelière', 'partir', 'octobre', 'cause', 'gouvernement', 'français', 'dit', 'arrivée', 'demandé', 'canapélit', 'fils', 'fait', 'soirée', 'prêt', 'retour', 'fenêtre', 'fonctionnait', 'correctement', 'non', 'plus', 'avon', 'attendre', 'plus', 'heure', 'voir', 'quelqu', 'extrêmement', 'déçu', 'demandé', 'info', 'spectacle', 'dit', 'tout', 'appli', 'voyage', 'beaucoup', 'jamais', 'ça…']",oct 2022,None, None,octobre 2022,2,yes,en
"['super', 'avoir', 'new', 'york', 'hotel', 'retour']","['séjourné', 'ici', 'vie', 'passée', 'hôtels', 'adoré', 'chaque', 'fois', 'cette', 'année', 'première', 'fois', 'depuis', 'précovid', 'déçu', 'enregistrement', 'meilleur', 'plus', 'rapide', 'personnel', 'réception', 'formidable', 'avon', 'quelques', 'problèmes', 'personnel', 'pendant', 'séjour', 'personnel', 'réception', 'quatre', 'aider', 'particulier', 'type', 'australien', 'désolé', 'être', 'sûr', 'nom', 'génial', 'compréhensif', 'aidé', 'autant', 'pouvait', 'petit', 'déjeuner', 'bon', 'cependant', 'coût', 'petitdéjeuner', 'enfants', 'esprit', 'peu', 'cher', 'garçon', 'gros', 'mangeur', 'verre', 'lait', 'bacon', 'toast', 'autour', 'euro', 'malgré', 'tout', 'hôtel', 'général', 'cher', 'boissons', 'nourriture', 'encore', 'fois', 'verre', 'pinte', 'lait', 'garçon', 'euro', 'sérieusement', 'bar', 'bon', 'personnel', 'peu', 'offish…']",oct 2022,Aberdeen, Royaume-Uni,octobre 2022,5,no,en
"['escapade', 'amoureux']","['accueil', 'très', 'chaleureux', 'personnel', 'souriant', 'petits', 'soins', 'chambre', 'très', 'belle', 'grande', 'terrasse', 'agréable', 'salon', 'jardin', 'poser', 'petit', 'déjeuner', 'copieux', 'endroit', 'calme', 'paisible', 'grand', 'merci', 'toute', 'équipe']",oct 2022,None, None,octobre 2022,5,no,fr
"['incroyable', 'décoration', 'mêlant', 'ambiance', 'architecturale', 'newyorkaise', 'univers']","['deux', 'jours', 'nuit', 'hôtel', 'magnifique', 'intérieur', 'entièrement', 'rénové', 'décoré', 'perfection', 'logement', 'suite', 'avenger', 'personnes', 'suite', 'extrêmement', 'spacieuse', 'comfortable', 'salle', 'bain', 'top', 'goody', 'offerts', 'chambre', 'champagne', 'peluches', 'sac', 'gourde', 'kid', 'clés', 'hôtel', 'parent', 'chambres', 'très', 'confortables', 'hyper', 'propres', 'plus', 'après', 'journée', 'piscine', 'intérieure', 'extérieure', 'super', 'belle', 'propre', 'surveillée', 'serviette', 'fournies', 'déjeuner', 'top', 'client', 'club', 'restaurant', 'hôtel', 'prix', 'prohibitifs', 'soir', 'recommander', 'budget', 'élevé']",oct 2022,Bruxelles, Belgique,septembre 2022,5,no,fr
"['très', 'beau']","['dire', 'hôtel', 'magnifique', 'belle', 'chambres', 'comme', 'tout', 'hôtel', 'tout', 'confort', 'excellent', 'petit', 'déjeuner', 'euro', 'personne', 'nourriture', 'excellente', 'ici', 'dépasse', 'euro', 'personne', 'quoi', 'ceux', 'veulent', 'dormir', 'eurodisney', 'parfait', 'prix', 'aussi', 'dormir']",oct 2022,Arpino, Italie,septembre 2022,5,yes,it
"['dîner', 'catastrophe']","['laisse', 'ici', 'avis', 'dîner', 'avon', 'restaurant', 'manhattan', 'première', 'chose', 'avon', 'réservé', 'personnes', 'quelle', 'surprise', 'présentés', 'quand', 'finalement', 'trouvé', 'bout', 'minute', 'assis', 'séparément', 'comprends', 'table', 'compliqué', 'moins', 'table', 'côté', 'autre', 'non', 'assis', 'différence', 'table', 'après', 'cela', 'service', 'terrible', 'oublié', 'plat', 'quand', 'dessert', 'arrivé', 'enfants', 'endormis', 'plus', 'partir', 'moment', 'somme', 'assis', 'jusqu', 'donnent', 'dessert', 'seule', 'chose', 'ressort', 'décoration']",oct 2022,None, None,septembre 2022,2,no,es
"['propriété', 'régal', 'fan']","['récemment', 'passé', 'deux', 'nuits', 'cet', 'hôtel', 'apprécié', 'séjour', 'fan', 'hôtel', 'incontournable', 'imo', 'thème', 'hôtel', 'super', 'cool', 'personnel', 'formidable', 'aussi', 'hôtel', 'peu', 'cher', 'pourquoi', 'noté', 'valeur', 'donné', 'service', 'lié', 'ménage', 'obtenir', 'ménage', 'laisser', 'café', 'supplémentaire', 'eau', 'café', 'donne', 'approvisionnement', 'minimal', 'réapprovisionné', 'pendant', 'séjour', 'cela', 'semblait', 'idiot', 'prix', 'chambre', 'pouvais', 'obtenir', 'quelques', 'dosettes', 'supplémentaires', 'café', 'petite', 'crèmes', 'sucre']",oct 2022,Phoenix, Arizona,septembre 2022,4,no,en
"['hôtel', 'merveille']","['rien', 'redire', 'hôtel', 'charmant', 'grand', 'choix', 'petit', 'déjeuner', 'dont', 'besoin', 'avon', 'dîné', 'restaurant', 'manhattan', 'soir', 'sou', 'forme', 'buffet', 'bon', 'choix', 'minute', 'pied', 'œuvres', 'art', 'hôtel', 'classe', 'fan', 'merveilles', 'parfait', 'rue', 'pouvez', 'acheter', 'désodorisant', 'hôtel', 'magasin']",sept 2022,None, None,septembre 2022,5,yes,en
"['superbe', 'hôtel']","['quel', 'super', 'séjour', 'cet', 'hôtel', 'vraiment', 'incroyable', 'chaque', 'détail', 'parfait', 'fan', 'veuillez', 'aller', 'voir', 'quel', 'point', 'incroyable', 'personne', 'personnel', 'hôtel', 'très', 'sympathique', 'hôtel', 'quelques', 'parcs', 'très', 'bien', 'situé', 'salle', 'bain', 'très', 'propre', 'plein', 'serviette', 'produits', 'toilette', 'chambre', 'chambre', 'standard', 'bouteilles', 'eau', 'verre', 'machine', 'café', 'bouilloire', 'thé', 'toutes', 'petite', 'attention', 'supplémentaires', 'chambre', 'lit', 'double', 'très', 'confortables', 'douillets…', 'dormi', 'incroyable', 'miroir', 'transformé', 'télé', 'trop', 'cool', 'hôtel', 'très', 'moderne', 'quelque', 'chose', 'tout', 'monde', 'adultes', 'enfants', 'petit', 'déjeuner', 'tellement', 'délicieux', 'beaucoup', 'choix', 'petit', 'déjeuner', 'chaud', 'crêpes', 'pâtisseries', 'retournerais', 'hôtel', 'clin', 'œil']",sept 2022,Édimbourg, Royaume-Uni,septembre 2022,5,yes,en
"['facteur', 'wow', 'estompe', 'bientôt']","['réservé', 'cela', 'cadre', 'anniversaire', 'mariage', 'enfants', 'premier', 'voyage', 'fait', 'leurs', 'premières', 'vacances', 'étranger', 'somme', 'éclatés', 'car', 'cet', 'hôtel', 'air', 'génial', 'arrivée', 'déçu', 'hall', 'entrée', 'époustouflant', 'beaucoup', 'trucs', 'mettre', 'appétit', 'après', 'cela', 'choses', 'détériorées', 'vais', 'essayer', 'expliquer', 'déceptions', 'instant', 'gros', 'avantages', 'personnel', 'adorable', 'restaurant', 'centreville', 'deux', 'petits', 'déjeuners', 'buffet', 'dîner', 'buffet', 'soir', 'nourriture', 'excellente', 'beaucoup', 'choix', 'garder', 'enfants', 'difficiles', 'heureux', 'beaucoup', 'friandises', 'thème', 'veut', 'mordre', 'tête', 'groot', 'chocolat', 'accord', 'passons', 'reproches', 'lorsque', 'somme', 'arrivés', 'matin', 'rejoint', 'longue', 'file', 'attente', 'puissions…']",sept 2022,Worcestershire, Royaume-Uni,août 2022,3,no,en
"['bien', 'peut', 'mieux', 'faire']","['globalement', 'bien', 'choses', 'revoir', 'hôtel', 'beau', 'chambres', 'grandes', 'salle', 'bain', 'contre', 'peu', 'petite', 'manque', 'chauffeserviette', 'brosse', 'finitions', 'peinture', 'moyens', 'dommage', 'boutique', 'retrouver', 'beaucoup', 'choses', 'identique', 'manque', 'aussi', 'petit', 'stand', 'gourmandises', 'thème', 'faudrait', 'proposer', 'chambres', 'standard', 'seul', 'lit', 'mieux', 'quand', 'seul', 'contre', 'hôtel', 'possède', 'chambres', 'pmr', 'normal', 'donner', 'personnes', 'valides', 'prix', 'séjour', 'vraiment', 'inadmissible', 'heureusement', 'changer', 'avoir', 'vraie', 'chambre']",sept 2022,Villeurbanne, France,septembre 2022,3,no,fr
['magnifique'],"['autre', 'monde', 'dès', 'entrez', 'rendez', 'compte', 'simple', 'hôtel', 'décoration', 'spectaculaire', 'plus', 'encore', 'fan', 'comme', 'chambre', 'fantastique', 'lit', 'super', 'oreillers', 'choix', 'télévision', 'cachée', 'miroir', 'tout', 'incroyable', 'rencontres', 'personnages', 'super', 'restaurant', 'très', 'bien', 'petit', 'déjeuner', 'très', 'complet', 'variété', 'qualité', 'personnel', 'formidable', 'besoin', 'parler', 'anglais', 'français', 'presque', 'tout', 'monde', 'parle', 'espagnol', 'comme', 'parcs', 'village', 'cet', 'hôtel', 'vaut', 'coup']",sept 2022,Malaga, Espagne,juillet 2022,5,no,es
"['très', 'bon', 'séjour']","['avon', 'séjourné', 'nuits', 'hôtel', 'new', 'york', 'avon', 'satisfaits', 'séjour', 'hôtel', 'magnifique', 'très', 'bien', 'rénové', 'chambres', 'modernes', 'fonctionnelles', 'très', 'bien', 'décorées', 'point', 'négatif', 'cependant', 'troisième', 'étage', 'entendions', 'bruit', 'restaurant', 'trouve', 'rezdechaussée', 'assez', 'désagréable', 'surtout', 'cela', 'dur', 'toute', 'journée', 'surtout', 'jusqu', 'voir', 'matin', 'cela', 'reprend', 'avon', 'fait', 'part', 'réception', 'proposé', 'changer', 'chambre', 'catégorie', 'supérieure', 'donné', 'hôtel', 'complet', 'cette', 'période', 'comme', 'déjà', 'tard', 'fils', 'point', 'coucher', 'avon', 'décliné', 'proposition', 'alors', 'offert', 'un…']",sept 2022,Nyon, Suisse,septembre 2022,4,no,fr
"['bel', 'hôtel', 'détails', 'dérangent']","['somme', 'allés', 'famille', 'personnes', 'accueil', 'cin', 'assez', 'rapides', 'chaque', 'partie', 'hôtel', 'décorée', 'photo', 'héros', 'compris', 'planchers', 'assurezvous', 'participer', 'activité', 'héros', 'personnel', 'sympathique', 'tous', 'domaines', 'très', 'serviable', 'chambre', 'neuve', 'confortable', 'équipements', 'salle', 'bain', 'limités', 'pantoufles', 'nettoyage', 'chambres', 'très', 'fiable', 'petit', 'déjeuner', 'bon', 'selon', 'normes', 'européennes', 'remplissez', 'estomac', 'hôtel', 'standing', 'trouvais', 'convenable', 'aller', 'buffet', 'prendre', 'thé', 'café', 'demandé', 'sel', 'personnel', 'poliment', 'montré', 'buffet', 'dîner', 'carte', 'restaurant', 'menu', 'présentation', 'service', 'point', 'complets', 'cet', 'hôtel', 'très', 'proche', 'offre', 'avantage', 'incroyable', 'distance', 'marche', 'min', 'partant', 'tôt', 'matin', 'tard', 'soir', 'avant', 'file', 'attente', 'forment…']",sept 2022,Belek, Turquie,septembre 2022,4,yes,tr
"['vaut', 'argent', 'absolument', 'magie', 'salon', 'empire', 'state', 'arnaque']","['voyageur', 'expérimenté', 'adore', 'séjourner', 'hôtels', 'découvrir', 'davantage', 'magie', 'cet', 'hôtel', 'bien', 'trop', 'cher', 'aucune', 'magie', 'somme', 'arrivés', 'jour', 'enregistrement', 'arrivée', 'devez', 'faire', 'passer', 'bagages', 'machine', 'rayon', 'chaque', 'fois', 'entrez', 'hôtel', 'devez', 'également', 'être', 'scanné', 'normalement', 'cela', 'dérangerait', 'bagages', 'couteau', 'cuisine', 'lorsque', 'achetons', 'nourriture', 'pendant', 'voyageons', 'achetons', 'nourriture', 'car', 'aimons', 'toujours', 'manger', 'restaurant', 'bien', 'sûr', 'autorisé', 'hôtel', 'problème', 'gardé', 'jusqu', 'départ', 'processus', 'pris', 'environ', 'minute', 'quelqu', 'approuve', 'couteau', 'autorise', 'coffrefort', 'somme', 'allés', 'section', 'club', 'enregistrement', 'cela', 'appelle', 'club', 'état', 'empore', 'pense', 'importe', 'quel', 'niveau', 'club', 'disney…']",sept 2022,Nanaimo, Canada,septembre 2022,1,no,en
"['très', 'belle', 'déco']","['très', 'bon', 'accueil', 'réception', 'récupérer', 'magic', 'carte', 'accès', 'chambre', 'deux', 'parcs', 'hôtel', 'pris', 'sérieux', 'coup', 'jeune', 'thématisation', 'nombreux', 'tableau', 'accès', 'privilégié', 'photo', 'héros', 'bar', 'sky', 'line', 'très', 'sympa', 'écran', 'géant', 'animé', 'chambre', 'joliment', 'décorée', 'feutrée', 'écran', 'géant', 'twin', 'bed', 'très', 'confortables', 'sdb', 'peu', 'petite', 'pdj', 'bon', 'varié', 'tout', 'self', 'boissons', 'chaudes', 'hôtel', 'raccord', 'avenger', 'campus', 'deux', 'fait', 'vivre', 'nouvelle', 'expérience', 'disneyland', 'paris']",sept 2022,La Réunion,None,août 2022,4,no,fr
